,Candidate,Constitutency,Party,Votes
1713,NILPESHKUMAR_JASHVANTBHAI_PATEL,Surat_West,All_India_Hindustan_Congress_Party,458
1714,PALIWAL_RAVISHANKAR_CHUNILAL,Surat_West,Nationalist_Congress_Party,451
1715,DATA_HURBANU_MOSALIM,Surat_West,Bahujan_Samaj_Party,419
1716,SELOD_MOHAMAD_SALIM_YUSUF_SELOD,Surat_West,Independent,270
1717,LOKARE_PRASHANT_JAYAVANT,Surat_West,Shivsena,208
1718,SHAH_SOEB_MUSTAK,Surat_West,Independent,185
1719,SHAIKH_ALIHEDAR_JILANI,Surat_West,Independent,122
1720,SHAH_FARAJANABIBI,Surat_West,Independent,117
1721,DILIPKUMAR_NATVARLAL_PAREKH,Surat_West,Independent,92
1722,BARSING_SACHIN_SURESH,Surat_West,Bharatiya_Bahujan_Congress,89
1723,SHAH_ALIMUNBI_MEHBUB,Surat_West,Independent,71
1724,PATEL_ZANKHANA_HITESHKUMAR,Choryasi,Bharatiya_Janata_Party,173882
1725,PATEL_YOGESH_BHAGWAN,Choryasi,Indian_National_Congress,63063
1726,AJAY_CHAUDHARI,Choryasi,Independent,9708
1727,RAJBHAR_RAMSINGH_GANESH,Choryasi,Bahujan_Samaj_Party,1698
1728,RAJPUT_ARVIND_UTTAMSINH,Choryasi,Shivsena,1104
1729,BHUPENDRA_RAMAKANT_SONVANE_(BHAAU),Choryasi,Independent,841
1730,PATHAN_NURMAHMED_NABIALAM,Choryasi,Independent,792
1731,SHINDE_RANJAN_JAGAN,Choryasi,Bahujan_Mukti_Party,661
1732,VINODBHAI_UDAYBHAI_AHIR,Choryasi,Sardar_Vallabhbhai_Patel_Party,334
1733,PATEL_YOGESH_VIRAMBHAI,Choryasi,Rashtriya_Samaj_Paksha,332
1734,RAMJAN_BHILUBHAI_MANSURI_(JOURNALIST),Choryasi,Yuva_Sarkar,228
1735,SHARMA_RAJMAL_MOHANLAL_(RAJUBHAI),Choryasi,Svatantra_Bharat_Satyagrah_Party,193
1736,ISHWARBHAI_(ANIL)_RAMANBHAI_PARMAR,Bardoli,Bharatiya_Janata_Party,94774
1737,TARUNKUMAR_JAGUBHAI_VAGHELA,Bardoli,Indian_National_Congress,59920
1738,RAJESHBHAI_LALLUBHAI_SOLANKI,Bardoli,Independent,1599
1739,NANAJIBHAI_LAKHABHAI_MAKADIA,Bardoli,Bahujan_Samaj_Party,1186
1740,MAHYAVANSHI_NATVARBHAI_DAHYABHAI,Bardoli,Independent,666
1741,DHODIYA_MOHANBHAI_DHANJIBHAI,Mahuva,Bharatiya_Janata_Party,82607
1742,CHAUDHARI_DR._TUSHARBHAI_AMARSINHBHAI,Mahuva,Indian_National_Congress,76174
1743,GAMIT_MANHARBHAI_LAKHABHAI,Mahuva,Janata_Dal__(United),1622
1744,CHAUDHARI_MADANBHAI_UDESINGBHAI,Mahuva,All_India_Hindustan_Congress_Party,1430
1745,GAMIT_PUNABHAI_DHEDABHAI,Vyara,Indian_National_Congress,88576
1746,CHAUDHARI_ARVINDBHAI_RUMSIBHAI,Vyara,Bharatiya_Janata_Party,64162
1747,SHANKARBHAI_BABUBHAI_DHODIA,Vyara,Independent,1473
1748,GAMIT_KAUSHIKBHAI_VIRENDRABHAI,Vyara,Sardar_Vallabhbhai_Patel_Party,999
1749,GAMIT_BIPINBHAI_GOVINDBHAI,Vyara,Independent,594
1750,GAMIT_SANDIPBHAI_MOHANBHAI,Vyara,All_India_Hindustan_Congress_Party,521
1751,CHAUDHARI_RAMESHBHAI_CHANDUBHAI,Vyara,Janata_Dal__(United),411
1752,KISHANBHAI_NATUBHAI_GAMIT,Vyara,Independent,382
1753,SUNILBHAI_RATANJIBHAI_GAMIT,Nizar,Indian_National_Congress,106234
1754,KANTILALBHAI_RESHMABHAI_GAMIT,Nizar,Bharatiya_Janata_Party,83105
1755,DHAVALBHAI_VIJAYBHAI_CHAUDHARI,Nizar,Independent,4137
1756,CHUNILAL_DHARUBHAI_VALVI,Nizar,Communist_Party_of_India,4066
1757,SURESHBHAI_NAVALSINGH_VASAVE,Nizar,Independent,2369
1758,MOVALYABHAI_NOPARIYABHAI_GAMIT,Nizar,Bahujan_Samaj_Party,1461
1759,GAVIT_MANGALBHAI_GANGAJIBHAI,Dangs,Indian_National_Congress,57820
1760,PATEL_VIJAYBHAI_RAMESHBHAI,Dangs,Bharatiya_Janata_Party,57052
1761,PAWAR_DINESHBHAI_GULABBHAI,Dangs,Independent,3035
1762,CHAUDHARI_TULSIRAMBHAI_JANABHAI,Dangs,Nationalist_Congress_Party,1304
1763,BHOYE_YOGESHBHAI_SONIRAVBHAI,Dangs,All_India_Hindustan_Congress_Party,1277
1764,R.C._PATEL,Jalalpore,Bharatiya_Janata_Party,86411
1765,PARIMAL_NANUBHAI_PATEL,Jalalpore,Indian_National_Congress,60747
1766,BHATT_DHANANJAYBHAI_NANUBHAI,Jalalpore,Independent,2808
1767,RATHOD_GUNVANT_SHANABHAI,Jalalpore,Bahujan_Samaj_Party,912
1768,PATIL_ARJUN_OMKAR,Jalalpore,Independent,698
1769,GOVINDBHAI_G._PANCHASARA,Jalalpore,Independent,475
1770,NARESH_B._NAIK_(MAHADEV),Jalalpore,Independent,296
1771,PIYUSHBHAI_DINKERBHAI_DESAI,Navsari,Bharatiya_Janata_Party,100060
1772,BHAVNABEN_ANILBHAI_PATEL,Navsari,Indian_National_Congress,53965
1773,NARESH_B._NAIK_(MAHADEV),Navsari,Independent,1121
1774,SANTOSH_NAGINBHAI_DANTANI,Navsari,Independent,882
1775,JOHAR_IBRAHIM_SHAIKH,Navsari,Independent,784
1776,SHREE_PERCY_NAVROZE_MUNSHI,Navsari,Gujarat_Jan_Chetna_Party,782
1777,DARSHINBHAI_LAXMANBHAI_PATEL,Navsari,Bahujan_Samaj_Party,769
1778,KAZI_ZAHIDBHAI_MOHMED_ILYAS,Navsari,Nationalist_Congress_Party,649
1779,CHETANKUMAR_RAMANLAL_PATEL_(INDIAN_PATEL),Navsari,Independent,441
1780,KRUTIKA_BANKIMBHAI_VAIDYA,Navsari,Independent,235
1781,GOVINDBHAI_LAXMANBHAI_RATHOD_(RIKSHAWALA),Navsari,Independent,232
1782,PANKHANIA_KANTIBHAI_RANCHODBHAI,Navsari,Aapni_Sarkar_Party,185
1783,PATEL_NARESHBHAI_MAGANBHAI,Gandevi,Bharatiya_Janata_Party,124010
1784,SURESHBHAI_MAGANBHAI_HALPATI,Gandevi,Indian_National_Congress,66749
1785,SUNILKUMAR_KANJIBHAI_PATEL,Gandevi,Independent,6077
1786,ANANTKUMAR_HASMUKHBHAI_PATEL,Vansda,Indian_National_Congress,110756
1787,MAHLA_GANPATBHAI_ULUKBHAI,Vansda,Bharatiya_Janata_Party,92363
1788,SHANKAR_MANAKBHAI_JATRUBHAI,Vansda,Bahujan_Samaj_Party,2183
1789,PATEL_ALPESHKUMAR_CHHOTUBHAI,Vansda,Bahujan_Republican__Socialist_Party,1860
1790,PATEL_ARVINDBHAI_KALIDAS,Vansda,Janata_Dal__(United),1118
1791,ARVIND_CHHOTUBHAI_PATEL,Dharampur,Bharatiya_Janata_Party,94944
1792,ISHVARBHAI_DHEDABHAI_PATEL,Dharampur,Indian_National_Congress,72698
1793,PATEL_LAXMANBHAI_CHUNILAL,Dharampur,Bahujan_Samaj_Party,2572
1794,MANGUBHAI_SAVLUBHAI_PADVI,Dharampur,All_India_Hindustan_Congress_Party,2464
1795,KHARPADI_GULABBHAI_JANUBHAI,Dharampur,Bahujan_Mukti_Party,991
1796,BHARATBHAI_KIKUBHAI_PATEL,Valsad,Bharatiya_Janata_Party,101736
1797,TANDEL_NARENDRAKUMAR_JAGUBHAI,Valsad,Indian_National_Congress,58644
1798,PATEL_CHETANKUMAR_MANGUBHAI,Valsad,Independent,3973
1799,SIRASAT_ASHOKBHAI_ATMARAM,Valsad,Bahujan_Samaj_Party,810
1800,PROFESSOR_RAJNIKANT_NANUBHAI_DESAI,Valsad,Lok_Vikas_Manch,442
1801,JATINKUMAR_PRAVINBHAI_PATEL,Valsad,Aam_Aadmi_Party,347
1802,DODIYA_MAHENDRASINH_MOHANSINH,Valsad,Independent,297
1803,DESAI_KANUBHAI_MOHANLAL,Pardi,Bharatiya_Janata_Party,98379
1804,BHARATBHAI_MOHANBHAI_PATEL,Pardi,Indian_National_Congress,46293
1805,ADVOCATE_PURVA__PRADIP_GAJARE,Pardi,Independent,1021
1806,PATEL_NATVARLAL_ZINABHAI,Pardi,Independent,835
1807,PARMAR_GIRISHBHAI_JIVANBHAI,Pardi,Bahujan_Samaj_Party,826
1808,ABBAJI_DHYANU_JADAV,Pardi,Shivsena,620
1809,SHANKARBHAI__ALIAS_MAHENDRASHANKAR_RAMSURATBHAI__ALIAS_RAMSURAT_YADAV,Pardi,Samajwadi_Party,584
1810,DR._RAJIV_SHAMBHUNATH_PANDEY,Pardi,Aam_Aadmi_Party,539
1811,BHANUSHALI_AMIT_RAJUBHAI,Pardi,Independent,455
1812,RAJESHBHAI_CHIMANBHAI_PATEL,Pardi,All_India_Hindustan_Congress_Party,378
1813,PATEL_SANJAYBHAI_DAHYABHAI,Pardi,Independent,277
1814,PATEL_NAVINKUMAR_SHANKARBHAI,Pardi,Independent,239
1815,BHATKAR_MUKESHBHAI_RAMJIBHAI,Pardi,Bahujan_Republican__Socialist_Party,149
1816,CHAUDHARI_JITUBHAI_HARJIBHAI,Kaprada,Indian_National_Congress,93000
1817,RAUT_MADHUBHAI_BAPUBHAI,Kaprada,Bharatiya_Janata_Party,92830
1818,GANVIT_JAYENDRABHAI_LAXMANBHAI,Kaprada,Manvadhikar_National_Party,2430
1819,DHIRUBHAI_NAGARBHAI_PATEL,Kaprada,All_India_Hindustan_Congress_Party,1931
1820,GURAV_KAMLESHBHAI_SHRAVANBHAI,Kaprada,Communist_Party_of_India__(Marxist-Leninist)__(Liberation),1362
1821,PATKAR_RAMANLAL_NANUBHAI,Umbergaon,Bharatiya_Janata_Party,96004
1822,PATEL_ASHOKBHAI_MOHNABHAI,Umbergaon,Indian_National_Congress,54314
1823,BOCHAL_HASMUKHBHAI_RAMANBHAI,Umbergaon,Communist_Party_of_India__(Marxist),1348
1824,SHAILESHBHAI_UKADBHAI_DABHADIA,Umbergaon,Independent,1334
1825,NARESHBHAI_UKKADBHAI_OZARIYA,Umbergaon,Independent,989
1826,VADIYA_LAXMANBHAI_CHHAGANBHAI,Umbergaon,Communist_Party_of_India__(Marxist-Leninist)__(Liberation),528
1827,GOVINDBHAI_VESTABHAI_PATEL,Umbergaon,All_India_Hindustan_Congress_Party,461
